Open, High, Low, Close, Time, Volume, PivotType, PivotPrice, ChannelLow, ChannelHigh, BreakoutSignal, TradeCapital
0.00030571,0.00030571,0.00029397,0.0002957,2024-02-01 09:00:00,5994,Low,0.00029397,6591735.687961985,32553168.880695544,SignalUndefined,100
0.00029975,0.00031808,0.00029948,0.00031179,2024-02-01 13:00:00,5040,PivotUndefined,-1,6688671.849966741,33031892.43663732,SignalUndefined,100
0.00030983,0.00031249,0.00029824,0.0003017,2024-02-01 17:00:00,6678,PivotUndefined,-1,6785608.011971497,33510615.99257909,SignalUndefined,100
0.00030173,0.00030971,0.00030173,0.00030875,2024-02-01 21:00:00,9502,PivotUndefined,-1,6882544.173976253,33989339.54852086,SignalUndefined,100
0.00030779,0.00030944,0.00029903,0.00029903,2024-02-02 01:00:00,3140,PivotUndefined,-1,6979480.335981009,34468063.10446264,SignalUndefined,100
0.00029903,0.00030317,0.00029124,0.00029492,2024-02-02 05:00:00,4067,Low,0.00029124,7076416.497985765,34946786.660404414,SignalUndefined,100
0.00029802,0.00030897,0.00029802,0.00030279,2024-02-02 09:00:00,2116,PivotUndefined,-1,7173352.659990521,35425510.21634619,SignalUndefined,100
0.00030581,0.0003087,0.00030242,0.00030597,2024-02-02 13:00:00,2494,PivotUndefined,-1,7270288.821995277,35904233.772287965,SignalUndefined,100
0.00030577,0.00030613,0.00030076,0.00030355,2024-02-02 17:00:00,887,PivotUndefined,-1,7367224.984000033,36382957.32822973,SignalUndefined,100
0.0003035,0.00030663,0.00029689,0.00029927,2024-02-02 21:00:00,2952,PivotUndefined,-1,7464161.146004789,36861680.88417151,SignalUndefined,100
0.00030662,0.00030662,0.00029537,0.00029537,2024-02-03 01:00:00,1435,PivotUndefined,-1,7561097.308009544,37340404.44011328,SignalUndefined,100
0.00029391,0.00029568,0.00028154,0.00028369,2024-02-03 05:00:00,2783,PivotUndefined,-1,7658033.470014301,37819127.99605506,SignalUndefined,100
0.0002817,0.0002884,0.0002806,0.00028245,2024-02-03 09:00:00,2928,PivotUndefined,-1,7754969.632019057,38297851.551996835,SignalUndefined,100
0.00028127,0.00028312,0.00027391,0.00028097,2024-02-03 13:00:00,9979,Low,0.00027391,7851905.794023813,38776575.10793861,SignalUndefined,100
0.00028001,0.00028751,0.0002789,0.00028054,2024-02-03 17:00:00,6335,PivotUndefined,-1,7948841.956028569,39255298.663880385,SignalUndefined,100
0.00028054,0.00028221,0.00028054,0.00028082,2024-02-03 21:00:00,991,PivotUndefined,-1,8045778.118033324,39734022.21982216,SignalUndefined,100
0.00028633,0.00028633,0.000283,0.000283,2024-02-04 01:00:00,312,PivotUndefined,-1,8142714.28003808,40212745.77576394,SignalUndefined,100
0.000281,0.00028329,0.00027536,0.00027981,2024-02-04 05:00:00,450,PivotUndefined,-1,8239650.442042837,40691469.331705704,SignalUndefined,100
0.00027668,0.00028352,0.00027668,0.00027956,2024-02-04 09:00:00,991,PivotUndefined,-1,8336586.604047593,41170192.88764748,SignalUndefined,100
0.00027956,0.0002838,0.00027956,0.00027966,2024-02-04 13:00:00,1018,PivotUndefined,-1,8433522.766052349,41648916.443589255,SignalUndefined,100
0.00028286,0.00028286,0.000264,0.000264,2024-02-04 17:00:00,10448,PivotUndefined,-1,8530458.928057106,42127639.99953103,SignalUndefined,100
0.00026401,0.0002675,0.0002585,0.00026145,2024-02-04 21:00:00,15026,PivotUndefined,-1,8627395.090061862,42606363.555472806,SignalUndefined,100
0.00026079,0.00026249,0.00025359,0.00026249,2024-02-05 01:00:00,7551,Low,0.00025359,8724331.252066618,43085087.11141458,SignalUndefined,100
0.00026249,0.00026249,0.00025844,0.00026069,2024-02-05 05:00:00,4071,PivotUndefined,-1,8821267.414071374,43563810.66735636,SignalUndefined,100
0.00025852,0.00027507,0.00025852,0.00027043,2024-02-05 09:00:00,5737,PivotUndefined,-1,8918203.57607613,44042534.223298125,SignalUndefined,100
0.00027043,0.00027668,0.00026395,0.00026517,2024-02-05 13:00:00,3501,High,0.00027668,9015139.738080885,44521257.7792399,SignalUndefined,100
0.00026509,0.00026509,0.00025671,0.000258,2024-02-05 17:00:00,5831,PivotUndefined,-1,9112075.900085641,44999981.335181676,SignalUndefined,100
0.00025755,0.000264,0.00025567,0.0002635,2024-02-05 21:00:00,4462,Low,0.00025567,9209012.062090397,45478704.89112345,SignalUndefined,100
0.00026573,0.00027373,0.00026573,0.00027373,2024-02-06 01:00:00,2330,PivotUndefined,-1,9305948.224095153,45957428.44706523,SignalUndefined,100
0.00027179,0.00027179,0.00026521,0.00026732,2024-02-06 05:00:00,1241,PivotUndefined,-1,9402884.386099909,46436152.003007,SignalUndefined,100
0.00026549,0.00026549,0.0002602,0.00026114,2024-02-06 09:00:00,5001,PivotUndefined,-1,9499820.548104664,46914875.55894878,SignalUndefined,100
0.00026019,0.00026496,0.00025918,0.00025918,2024-02-06 13:00:00,3460,PivotUndefined,-1,9596756.710109422,47393599.11489055,SignalUndefined,100
0.00025918,0.00026097,0.00024995,0.00025211,2024-02-06 17:00:00,10257,PivotUndefined,-1,9693692.872114178,47872322.67083233,SignalUndefined,100
0.00025334,0.00025564,0.00025255,0.00025532,2024-02-06 21:00:00,1011,PivotUndefined,-1,9790629.034118934,48351046.2267741,SignalUndefined,100
0.00025489,0.00025726,0.00024604,0.00024604,2024-02-07 01:00:00,3426,PivotUndefined,-1,9887565.19612369,48829769.78271587,SignalUndefined,100
0.00024604,0.0002493,0.00024455,0.00024455,2024-02-07 05:00:00,1134,Low,0.00024455,9984501.358128445,49308493.33865765,SignalUndefined,100
0.00024539,0.00024904,0.00024455,0.00024835,2024-02-07 09:00:00,3090,Low,0.00024455,10081437.520133201,49787216.89459942,SignalUndefined,100
0.00024835,0.00027453,0.00024835,0.00027188,2024-02-07 13:00:00,6601,PivotUndefined,-1,10178373.682137957,50265940.4505412,SignalUndefined,100
0.00027744,0.0002898,0.00027421,0.00028701,2024-02-07 17:00:00,10965,PivotUndefined,-1,10275309.844142713,50744664.00648297,SignalUndefined,100
0.00028701,0.00031036,0.00028183,0.00030055,2024-02-07 21:00:00,29034,High,0.00031036,10372246.006147468,51223387.56242475,SignalUndefined,100
0.00030055,0.00030602,0.00029694,0.0002993,2024-02-08 01:00:00,8078,PivotUndefined,-1,10469182.168152224,51702111.11836652,SignalUndefined,100
0.00030032,0.00030246,0.00029396,0.00029851,2024-02-08 05:00:00,6769,PivotUndefined,-1,10566118.33015698,52180834.67430829,SignalUndefined,100
0.00029851,0.00030757,0.00029375,0.00030014,2024-02-08 09:00:00,7928,PivotUndefined,-1,10663054.492161736,52659558.23025007,SignalUndefined,100
0.00030014,0.00030189,0.00026598,0.00028101,2024-02-08 13:00:00,28719,PivotUndefined,-1,10759990.654166494,53138281.78619184,SignalUndefined,100
0.00028333,0.00028334,0.00027685,0.00027685,2024-02-08 17:00:00,1914,PivotUndefined,-1,10856926.81617125,53617005.34213362,SignalUndefined,100
0.00027793,0.00027794,0.00025988,0.00027084,2024-02-08 21:00:00,11515,Low,0.00025988,10953862.978176005,54095728.898075394,SignalUndefined,100
0.00027084,0.00028402,0.00026738,0.00028402,2024-02-09 01:00:00,8846,PivotUndefined,-1,11050799.140180761,54574452.45401717,SignalUndefined,100
0.00028271,0.000304,0.000272,0.00028097,2024-02-09 05:00:00,8908,PivotUndefined,-1,11147735.302185517,55053176.009958945,SignalUndefined,100
0.00027943,0.00028869,0.00027662,0.00028559,2024-02-09 09:00:00,5792,PivotUndefined,-1,11244671.464190273,55531899.56590072,SignalUndefined,100
0.00028559,0.00032699,0.00028439,0.00029756,2024-02-09 13:00:00,22625,High,0.00032699,11341607.626195028,56010623.12184249,SignalUndefined,100
0.00029802,0.0003055,0.00028861,0.0002926,2024-02-09 17:00:00,7627,PivotUndefined,-1,11438543.788199784,56489346.677784264,SignalUndefined,100
0.00029569,0.00030346,0.0002878,0.0002903,2024-02-09 21:00:00,3471,PivotUndefined,-1,11535479.95020454,56968070.23372604,SignalUndefined,100
0.0002865,0.00029133,0.00026778,0.00026853,2024-02-10 01:00:00,16174,PivotUndefined,-1,11632416.112209296,57446793.789667815,SignalUndefined,100
0.00026788,0.00027665,0.0002659,0.00026817,2024-02-10 05:00:00,9823,Low,0.0002659,11729352.274214052,57925517.34560959,SignalUndefined,100
0.00026812,0.00027631,0.00026645,0.00027446,2024-02-10 09:00:00,5650,PivotUndefined,-1,11826288.436218807,58404240.901551366,SignalUndefined,100
0.0002745,0.00028211,0.00027079,0.00027849,2024-02-10 13:00:00,11868,PivotUndefined,-1,11923224.598223565,58882964.45749314,SignalUndefined,100
0.00027989,0.00029232,0.00027989,0.00029081,2024-02-10 17:00:00,7997,High,0.00029232,12020160.760228321,59361688.01343491,SignalUndefined,100
0.00029081,0.00029081,0.00027924,0.00028335,2024-02-10 21:00:00,6992,PivotUndefined,-1,12117096.922233077,59840411.569376685,SignalUndefined,100
0.00028246,0.00028517,0.00028157,0.00028248,2024-02-11 01:00:00,504,PivotUndefined,-1,12214033.084237833,60319135.12531846,SignalUndefined,100
0.00028438,0.00028885,0.00028306,0.00028536,2024-02-11 05:00:00,1982,PivotUndefined,-1,12310969.246242588,60797858.681260236,SignalUndefined,100
0.00028552,0.00028736,0.00028253,0.0002865,2024-02-11 09:00:00,2784,PivotUndefined,-1,12407905.408247344,61276582.23720201,SignalUndefined,100
0.00028665,0.0002875,0.00028398,0.00028597,2024-02-11 13:00:00,2375,PivotUndefined,-1,12504841.5702521,61755305.79314379,SignalUndefined,100
0.00028746,0.00029167,0.00028551,0.00028551,2024-02-11 17:00:00,2187,PivotUndefined,-1,12601777.732256856,62234029.34908556,SignalUndefined,100
0.00028551,0.00028844,0.00028324,0.00028844,2024-02-11 21:00:00,1032,PivotUndefined,-1,12698713.894261612,62712752.90502734,SignalUndefined,100
0.0002916,0.00029217,0.00028754,0.00028757,2024-02-12 01:00:00,689,PivotUndefined,-1,-43444104.33562495,-105404945.63224903,SignalUndefined,100
0.0002896,0.00029704,0.0002896,0.00029472,2024-02-12 05:00:00,4738,PivotUndefined,-1,-43773228.357160255,-106203471.07753012,SignalUndefined,100
0.00029639,0.00030305,0.00029615,0.00029857,2024-02-12 09:00:00,4071,PivotUndefined,-1,-44102352.37869556,-107001996.52281122,SignalUndefined,100
0.00029857,0.00030472,0.00029115,0.00030451,2024-02-12 13:00:00,6423,PivotUndefined,-1,-44431476.40023087,-107800521.9680923,SignalUndefined,100
0.00030449,0.00031471,0.00030051,0.00031154,2024-02-12 17:00:00,13117,PivotUndefined,-1,-44760600.421766184,-108599047.4133734,SignalUndefined,100
0.00031152,0.00031714,0.00030933,0.00031714,2024-02-12 21:00:00,2266,PivotUndefined,-1,-45089724.44330149,-109397572.8586545,SignalUndefined,100
0.00031566,0.00032804,0.00031228,0.00032804,2024-02-13 01:00:00,4709,PivotUndefined,-1,-45418848.4648368,-110196098.30393559,SignalUndefined,100
0.00032804,0.0003296,0.0003107,0.00031326,2024-02-13 05:00:00,4607,PivotUndefined,-1,-45747972.486372106,-110994623.74921668,SignalUndefined,100
0.00031549,0.00035116,0.00031549,0.00034368,2024-02-13 09:00:00,18626,High,0.00035116,-46077096.50790742,-111793149.19449776,SignalUndefined,100
0.00034427,0.00034427,0.00029326,0.0003058,2024-02-13 13:00:00,21744,Low,0.00029326,-46406220.52944273,-112591674.63977887,SignalUndefined,100
0.00030506,0.00031454,0.00030014,0.00031069,2024-02-13 17:00:00,3463,PivotUndefined,-1,-46735344.550978035,-113390200.08505996,SignalUndefined,100
0.00031235,0.00031881,0.00031068,0.00031458,2024-02-13 21:00:00,3963,PivotUndefined,-1,-47064468.57251334,-114188725.53034104,SignalUndefined,100
0.00031194,0.00031311,0.00030465,0.00030977,2024-02-14 01:00:00,1101,PivotUndefined,-1,-47393592.59404865,-114987250.97562215,SignalUndefined,100
0.00030759,0.00031542,0.00030112,0.00030321,2024-02-14 05:00:00,4192,PivotUndefined,-1,-47722716.61558396,-115785776.42090324,SignalUndefined,100
0.0003028,0.00032959,0.0003028,0.00032514,2024-02-14 09:00:00,9670,High,0.00032959,-48051840.63711927,-116584301.86618432,SignalUndefined,100
0.00032957,0.00032959,0.00031705,0.00031913,2024-02-14 13:00:00,11777,High,0.00032959,-48380964.65865458,-117382827.31146541,SignalUndefined,100
0.00031903,0.00032305,0.00031655,0.00031755,2024-02-14 17:00:00,7729,PivotUndefined,-1,-48710088.680189885,-118181352.75674652,SignalUndefined,100
0.00031945,0.00032056,0.00030273,0.00030638,2024-02-14 21:00:00,14263,PivotUndefined,-1,-49039212.70172519,-118979878.2020276,SignalUndefined,100
0.00030517,0.00032097,0.00030458,0.00032097,2024-02-15 01:00:00,11166,PivotUndefined,-1,-49368336.72326051,-119778403.64730869,SignalUndefined,100
0.00031893,0.00031893,0.00030111,0.00030291,2024-02-15 05:00:00,9376,PivotUndefined,-1,-49697460.744795814,-120576929.0925898,SignalUndefined,100
0.00030162,0.00030597,0.000301,0.000301,2024-02-15 09:00:00,8198,PivotUndefined,-1,-50026584.76633112,-121375454.53787088,SignalUndefined,100
0.00030411,0.00030412,0.00029171,0.00030063,2024-02-15 13:00:00,13556,PivotUndefined,-1,-50355708.78786643,-122173979.98315197,SignalUndefined,100
0.00030141,0.00030245,0.00028402,0.00028829,2024-02-15 17:00:00,26190,PivotUndefined,-1,-50684832.809401736,-122972505.42843308,SignalUndefined,100
0.00028823,0.00029238,0.00028037,0.00028348,2024-02-15 21:00:00,21417,PivotUndefined,-1,-51013956.83093705,-123771030.87371416,SignalUndefined,100
0.00028635,0.00028766,0.00028271,0.00028766,2024-02-16 01:00:00,3449,PivotUndefined,-1,-51343080.85247236,-124569556.31899525,SignalUndefined,100
0.00028654,0.00028718,0.00027325,0.00027597,2024-02-16 05:00:00,17691,Low,0.00027325,-51672204.874007665,-125368081.76427634,SignalUndefined,100
0.00027439,0.00028625,0.00027439,0.00028075,2024-02-16 09:00:00,10958,PivotUndefined,-1,-52001328.89554297,-126166607.20955744,SignalUndefined,100
0.00028041,0.00029188,0.0002744,0.0002767,2024-02-16 13:00:00,9829,High,0.00029188,-52330452.91707829,-126965132.65483853,SignalUndefined,100
0.0002767,0.00028283,0.00027535,0.00027643,2024-02-16 17:00:00,1351,PivotUndefined,-1,-52659576.93861359,-127763658.10011962,SignalUndefined,100
0.00027423,0.0002833,0.00027265,0.00027771,2024-02-16 21:00:00,11424,PivotUndefined,-1,-52988700.9601489,-128562183.54540072,SignalUndefined,100
0.00027837,0.00027896,0.00027335,0.00027433,2024-02-17 01:00:00,2240,PivotUndefined,-1,-53317824.98168421,-129360708.99068181,SignalUndefined,100
0.00027354,0.00027824,0.00026727,0.00027239,2024-02-17 05:00:00,6083,PivotUndefined,-1,-53646949.003219515,-130159234.4359629,SignalUndefined,100
0.00027305,0.00027345,0.00026301,0.00026649,2024-02-17 09:00:00,5456,PivotUndefined,-1,-53976073.02475483,-130957759.88124399,SignalUndefined,100
0.0002687,0.00026973,0.00025331,0.0002581,2024-02-17 13:00:00,7500,Low,0.00025331,-54305197.04629014,-131756285.32652509,SignalUndefined,100
0.00025804,0.00027169,0.00025608,0.00027169,2024-02-17 17:00:00,5656,PivotUndefined,-1,-54634321.067825444,-132554810.77180618,SignalUndefined,100
0.00027028,0.0002742,0.00026601,0.00027214,2024-02-17 21:00:00,3968,PivotUndefined,-1,-54963445.08936075,-133353336.21708727,SignalUndefined,100
0.00026989,0.00027293,0.00026778,0.00026914,2024-02-18 01:00:00,762,PivotUndefined,-1,-55292569.11089606,-134151861.66236837,SignalUndefined,100
0.0002714,0.00027254,0.00026945,0.00026976,2024-02-18 05:00:00,577,PivotUndefined,-1,-55621693.13243137,-134950387.10764945,SignalUndefined,100
0.00027248,0.0002914,0.00027248,0.00028237,2024-02-18 09:00:00,9063,PivotUndefined,-1,-55950817.15396668,-135748912.55293056,SignalUndefined,100
0.00028101,0.00028452,0.00027556,0.00028166,2024-02-18 13:00:00,8096,PivotUndefined,-1,-56279941.17550199,-136547437.99821165,SignalUndefined,100
0.00028162,0.00029573,0.00027809,0.00028643,2024-02-18 17:00:00,7135,PivotUndefined,-1,-56609065.197037295,-137345963.44349274,SignalUndefined,100
0.00028664,0.00030978,0.00028593,0.00029883,2024-02-18 21:00:00,15561,High,0.00030978,-56938189.2185726,-138144488.88877383,SignalUndefined,100
0.00029986,0.00030355,0.0002872,0.00028829,2024-02-19 01:00:00,3870,PivotUndefined,-1,-57267313.24010792,-138943014.33405492,SignalUndefined,100
0.00028983,0.00028989,0.00028148,0.00028407,2024-02-19 05:00:00,9387,PivotUndefined,-1,-57596437.26164322,-139741539.779336,SignalUndefined,100
0.00028193,0.00028455,0.00027639,0.00028162,2024-02-19 09:00:00,7466,PivotUndefined,-1,-57925561.28317853,-140540065.2246171,SignalUndefined,100
0.00028152,0.00029051,0.00027556,0.00028527,2024-02-19 13:00:00,9685,Low,0.00027556,-58254685.30471384,-141338590.6698982,SignalUndefined,100
0.00028716,0.00029751,0.00028716,0.00028821,2024-02-19 17:00:00,7548,PivotUndefined,-1,-58583809.32624915,-142137116.1151793,SignalUndefined,100
0.00028534,0.00030134,0.00028485,0.00029119,2024-02-19 21:00:00,5073,High,0.00030134,-58912933.34778446,-142935641.5604604,SignalUndefined,100
