Date,Open,High,Low,Close,UpperBand,LowerBand,MiddleBand
1707318000000,128.28,130.09,128.18,129.56,131.34313608962023090909090909,124.39868209219795090909090909,127.87090909090909090909090909
1707318900000,129.49,129.49,127.71,127.83,130.72580054049136181818181818,125.48783582314500181818181818,128.10681818181818181818181818
1707319800000,127.75,128.89,127.3,128.74,130.36644477138112,126.24355522861888,128.305
1707320700000,128.78,128.94,127.85,128.26,130.29605102307830618181818182,126.47031261328533018181818182,128.38318181818181818181818182
1707321600000,128.17,129.07,127.64,128.61,130.31568007657583272727272727,126.48977446887871272727272727,128.40272727272727272727272727
1707322500000,128.6,130.31,128.51,129.59,130.42499916328476654545454545,126.47409174580614254545454545,128.44954545454545454545454545
1707323400000,129.59,131.14,128.15,129.74,130.46562942645482181818181818,126.45800693718154181818181818,128.46181818181818181818181818
1707324300000,129.72,133.22,129.38,130.1,130.64546315956373272727272727,126.51999138589081272727272727,128.58272727272727272727272727
1707325200000,130.12,133.0,130.02,131.12,131.00911301237235090909090909,126.37270516944583090909090909,128.69090909090909090909090909
1707326100000,131.08,131.72,130.96,131.22,131.35564949975016545454545455,126.26525959115892545454545455,128.81045454545454545454545455
1707327000000,131.28,135.0,131.18,132.66,131.95698583508732545454545455,125.95392325582176545454545455,128.95545454545454545454545455
1707327900000,132.74,135.29,131.88,134.5,132.96682994246091090909090909,125.39498823935727090909090909,129.18090909090909090909090909
1707328800000,134.61,134.61,132.59,132.75,133.39216966958438545454545455,125.25873942132470545454545455,129.32545454545454545454545455
1707329700000,132.68,133.99,132.1,133.66,133.96704914469008181818181818,125.24658721894628181818181818,129.60681818181818181818181818
1707330600000,133.61,133.72,128.17,129.01,133.92222949170860545454545455,125.46867959920048545454545455,129.69545454545454545454545455
1707331500000,129.06,130.79,128.96,130.56,133.94617239421282181818181818,125.74746396942354181818181818,129.84681818181818181818181818
1707332400000,130.56,130.56,129.08,129.43,133.71665728295441272727272727,126.30879726250013272727272727,130.01272727272727272727272727
1707333300000,129.52,132.46,129.45,131.64,133.82599344880501272727272727,126.53946109664953272727272727,130.18272727272727272727272727
1707334200000,131.68,131.88,130.26,130.36,133.85141126737181454545454545,126.63767964171909454545454545,130.24454545454545454545454545
1707335100000,130.36,130.87,129.2,130.3,133.87227246733440545454545455,126.71863662357468545454545455,130.29545454545454545454545455
1707336000000,130.32,130.32,128.65,129.21,133.85867945876772545454545455,126.78222963214136545454545455,130.32045454545454545454545455
1707336900000,129.18,130.61,128.92,130.2,133.82766304550395636363636364,126.99506422722331636363636364,130.41136363636363636363636364
1707337800000,130.14,130.39,128.32,130.01,133.83283747482506181818181818,127.03079888881130181818181818,130.43181818181818181818181818
1707338700000,130.12,130.39,129.13,129.54,133.74320635357573454545454545,127.27588455551517454545454545,130.50954545454545454545454545
1707339600000,129.64,129.76,128.8,129.15,133.72535463953301818181818182,127.33100899683061818181818182,130.52818181818181818181818182
1707340500000,129.16,129.7,128.99,129.54,133.66053489470625636363636364,127.51219237802101636363636364,130.58636363636363636363636364
1707341400000,129.49,129.49,126.8,128.78,133.64914727869974909090909091,127.53903453948206909090909091,130.59409090909090909090909091
1707342300000,128.75,128.88,128.02,128.21,133.72005556227103636363636364,127.34267171045623636363636364,130.53136363636363636363636364
1707343200000,128.2,128.43,127.23,127.66,133.83051493991994181818181818,127.04312142371642181818181818,130.43681818181818181818181818
1707344100000,127.64,128.58,126.24,126.7,134.01588872650886727272727273,126.54865672803658727272727273,130.28227272727272727272727273
1707345000000,126.7,128.42,126.7,127.91,133.97698169957143636363636364,126.29574557315583636363636364,130.13636363636363636363636364
1707345900000,127.84,128.66,127.72,127.77,133.91103361725861454545454545,126.04805729183229454545454545,129.97954545454545454545454545
1707346800000,127.76,127.9,126.88,127.19,133.64470710256389090909090909,125.81711107925429090909090909,129.73090909090909090909090909
1707347700000,127.14,127.99,127.14,127.66,132.82229334420182,126.01770665579818,129.42
1707348600000,127.68,129.92,127.67,128.51,132.31942809099370727272727273,126.13511736355174727272727273,129.22727272727272727272727273
1707349500000,128.51,129.38,128.51,129.14,131.43457696766430181818181818,126.60905939597206181818181818,129.02181818181818181818181818
1707350400000,129.1,129.97,128.12,128.43,131.42079596301528545454545455,126.57011312789380545454545455,128.99545454545454545454545455
1707351300000,128.43,129.28,128.15,128.27,131.23434771231577636363636364,126.54837956041149636363636364,128.89136363636363636363636364
1707352200000,128.28,129.62,127.65,129.21,131.21693283274261636363636364,126.54579443998465636363636364,128.88136363636363636363636364
1707353100000,129.22,131.33,129.13,129.92,130.86301752534291818181818182,126.74334611102071818181818182,128.80318181818181818181818182
1707354000000,129.9,130.44,128.92,129.0,130.68918568773323036363636364,126.79354158499404236363636364,128.74136363636363636363636364
1707354900000,129.06,129.28,128.13,128.16,130.48145719702400909090909091,126.80672462115780909090909091,128.64409090909090909090909091
1707355800000,128.12,128.12,125.26,126.12,130.60057391812816363636363636,126.40669880914456363636363636,128.50363636363636363636363636
1707356700000,126.12,127.62,126.12,126.99,130.40842056408183272727272727,126.30703398137271272727272727,128.35772727272727272727272727
1707357600000,127.0,127.5,126.5,126.94,130.21731468805439418181818182,126.21904894830924218181818182,128.21818181818181818181818182
1707358500000,126.89,127.07,125.45,125.73,130.20937897874572,125.88062102125428,128.045
1707359400000,125.72,126.63,125.64,126.08,130.16082169776822545454545455,125.65008739314086545454545455,127.90545454545454545454545455
1707360300000,126.02,126.1,124.94,125.66,130.05142444625804909090909091,125.40675737192376909090909091,127.72909090909090909090909091
1707361200000,125.7,127.03,125.59,126.37,129.96054351110731454545454545,125.27854739798359454545454545,127.61954545454545454545454545
1707362100000,126.39,126.6,123.65,123.97,130.19989908326162181818181818,124.65373728037474181818181818,127.42681818181818181818181818
1707363000000,124.13,124.79,123.49,124.6,130.29697925962719272727272727,124.27847528582735272727272727,127.28772727272727272727272727
1707363900000,124.65,124.74,124.08,124.36,130.42266133077581636363636364,123.94006594195145636363636364,127.18136363636363636363636364
1707364800000,124.33,125.73,123.83,125.22,130.38311316637832909090909091,123.73506865180348909090909091,127.05909090909090909090909091
1707365700000,125.21,126.68,125.07,126.42,130.31682863970863272727272727,123.67862590574591272727272727,126.99772727272727272727272727
1707366600000,126.41,127.12,126.23,126.49,130.29044410468939090909090909,123.64137407712879090909090909,126.96590909090909090909090909
1707367500000,126.53,126.92,125.87,125.91,130.22437908082131636363636364,123.54834819190595636363636364,126.88636363636363636363636364
1707368400000,125.98,125.98,123.62,124.0,130.14686265830469636363636364,123.21586461442257636363636364,126.68136363636363636363636364
1707369300000,123.95,124.51,123.74,123.9,129.92028294288397818181818182,122.96608069347965818181818182,126.44318181818181818181818182
1707370200000,123.88,124.02,123.4,123.95,129.75192603691005454545454545,122.72716487218085454545454545,126.23954545454545454545454545
1707371100000,123.87,124.0,122.4,122.81,129.66278791017715636363636364,122.31993936255011636363636364,125.99136363636363636363636364
1707372000000,122.83,123.39,122.13,123.23,129.28137581788255454545454545,122.15771509120835454545454545,125.71954545454545454545454545
1707372900000,123.26,124.0,120.12,121.18,128.87110060966474727272727273,121.77344484488070727272727273,125.32227272727272727272727273
1707373800000,121.32,122.59,120.94,121.74,128.46107357754404727272727273,121.52347187700140727272727273,124.99227272727272727272727273
1707374700000,121.77,122.42,121.21,121.9,128.11695502755643272727272727,121.29849951789811272727272727,124.70772727272727272727272727
1707375600000,121.92,122.24,121.08,121.25,128.12476760940929636363636364,120.84795966331797636363636364,124.48636363636363636363636364
1707376500000,121.23,121.94,120.42,120.77,127.98381214336140363636363636,120.42346058391132363636363636,124.20363636363636363636363636
1707377400000,120.86,121.52,120.67,121.04,127.73813650463080545454545455,120.13277258627828545454545455,123.93545454545454545454545455
1707378300000,121.1,121.21,118.64,119.28,127.82218108563388727272727273,119.46236436891156727272727273,123.64227272727272727272727273
1707379200000,119.31,119.45,117.89,119.0,127.78086006013276545454545455,118.86004903077632545454545455,123.32045454545454545454545455
1707380100000,119.0,120.8,118.81,119.85,127.61825935656411636363636364,118.49446791616315636363636364,123.05636363636363636363636364
1707381000000,119.81,120.51,119.56,120.43,127.23350181911993636363636364,118.33922545360733636363636364,122.78636363636363636363636364
1707381900000,120.32,121.44,119.31,119.6,127.19320990193497272727272727,117.98224464351957272727272727,122.58772727272727272727272727
1707382800000,119.56,122.21,119.5,121.42,126.98615395850675818181818182,117.90020967785687818181818182,122.44318181818181818181818182
1707383700000,121.4,121.68,120.2,120.83,126.79279754760077272727272727,117.77265699785377272727272727,122.28272727272727272727272727
1707384600000,120.87,122.05,120.87,121.52,126.44637155393725454545454545,117.78271935515365454545454545,122.11454545454545454545454545
1707385500000,121.47,123.8,121.4,122.33,125.83562448728700363636363636,118.02164823998572363636363636,121.92863636363636363636363636
1707386400000,122.14,123.6,121.47,123.39,125.22145798604337272727272727,118.35399655941117272727272727,121.78772727272727272727272727
1707387300000,123.38,123.95,122.81,123.17,124.66088024660463818181818182,118.66548338975899818181818182,121.66318181818181818181818182
1707388200000,123.22,123.22,122.27,122.54,124.44559071725826181818181818,118.74804564637810181818181818,121.59681818181818181818181818
1707389100000,122.59,123.11,122.45,123.04,124.30064497485783272727272727,118.81480957059671272727272727,121.55772727272727272727272727
1707390000000,123.06,123.59,122.29,123.25,124.17160308194715090909090909,118.88021509987103090909090909,121.52590909090909090909090909
1707390900000,123.2,123.8,122.95,122.96,124.19235938548395272727272727,118.87309515997059272727272727,121.53272727272727272727272727
1707391800000,122.98,123.52,122.68,123.07,124.16729775374494545454545455,118.88361133716414545454545455,121.52545454545454545454545455
1707392700000,123.09,126.32,123.09,125.09,124.72666798402437818181818182,118.67969565233925818181818182,121.70318181818181818181818182
1707393600000,125.02,125.34,123.43,124.11,124.99650684609589090909090909,118.62531133572229090909090909,121.81090909090909090909090909
1707394500000,124.11,124.16,123.35,123.49,125.14482326976377818181818182,118.62154036659985818181818182,121.88318181818181818181818182
1707395400000,123.5,124.75,123.11,124.49,125.45305577457162545454545455,118.60785331633746545454545455,122.03045454545454545454545455
1707396300000,124.49,125.71,123.41,124.6,125.74072586578389454545454545,118.66836504330701454545454545,122.20454545454545454545454545
1707397200000,124.46,125.94,123.89,125.13,126.08853501693616545454545455,118.69237407397292545454545455,122.39045454545454545454545455
1707398100000,125.09,125.66,124.47,125.22,126.27719580733268545454545455,119.04371328357640545454545455,122.66045454545454545454545455
1707399000000,125.22,126.72,124.87,125.31,126.35197098819598727272727273,119.54257446634946727272727273,122.94727272727272727272727273
1707399900000,125.24,127.5,124.96,126.5,126.68133521962949454545454545,119.81775568946141454545454545,123.24954545454545454545454545
1707400800000,126.35,127.2,125.73,126.81,127.04671461744451454545454545,120.03237629164639454545454545,123.53954545454545454545454545
1707401700000,126.85,127.06,126.17,126.17,127.05994100089627818181818182,120.61642263546735818181818182,123.83818181818181818181818182
1707402600000,126.17,126.31,124.89,125.82,127.17993949857571818181818182,120.89642413778791818181818182,124.03818181818181818181818182
1707403500000,125.82,126.45,125.79,126.41,127.25235643978066181818181818,121.33127992385570181818181818,124.29181818181818181818181818
1707404400000,126.44,126.45,124.93,125.21,127.18142633680133454545454545,121.73766457228957454545454545,124.45954545454545454545454545
1707405300000,125.23,125.68,124.13,125.35,127.17613723475822181818181818,122.01749912887814181818181818,124.59681818181818181818181818
1707406200000,125.28,126.05,124.63,125.15,127.21021967792886181818181818,122.14341668570750181818181818,124.67681818181818181818181818
1707407100000,125.18,126.06,124.86,125.76,127.27712276102447454545454545,122.31196814806643454545454545,124.79454545454545454545454545
1707408000000,125.76,125.78,124.2,124.62,127.17136974705414909090909091,122.60681207112766909090909091,124.88909090909090909090909091
1707408900000,124.62,124.96,123.6,124.4,127.09924382943573090909090909,122.80257435238245090909090909,124.95090909090909090909090909
1707409800000,124.39,124.57,123.58,123.76,127.05856737783798909090909091,122.88961444034382909090909091,124.97409090909090909090909091
1707410700000,123.75,123.79,122.6,123.02,127.05087776160268181818181818,122.90275860203368181818181818,124.97681818181818181818181818
1707411600000,123.01,123.39,120.71,120.93,127.44477078416769454545454545,122.31432012492321454545454545,124.87954545454545454545454545
1707412500000,120.96,123.21,120.96,122.94,127.46846960464336181818181818,122.09516675899300181818181818,124.78181818181818181818181818
1707413400000,122.92,124.98,122.88,124.38,127.47080299732636909090909091,122.11737882085544909090909091,124.79409090909090909090909091
1707414300000,124.4,125.24,124.21,124.57,127.46140041009527818181818182,122.22496322626835818181818182,124.84318181818181818181818182
1707415200000,124.63,125.29,123.77,124.32,127.45879542215584545454545455,122.21211366875324545454545455,124.83545454545454545454545455
1707416100000,124.19,124.28,123.38,123.55,127.46413552951935272727272727,122.11131901593519272727272727,124.78772727272727272727272727
1707417000000,123.54,124.54,123.3,123.77,127.43051566011927090909090909,122.02130252169891090909090909,124.72590909090909090909090909
1707417900000,123.73,124.13,123.27,124.0,127.38228369851192545454545455,121.95862539239716545454545455,124.67045454545454545454545455
1707418800000,124.0,125.32,123.96,124.97,127.35592745013802,121.95407254986198,124.655
1707419700000,124.9,125.13,124.49,124.82,127.15889213287916363636363636,121.99838059439356363636363636,124.57863636363636363636363636
1707420600000,124.69,125.39,124.54,125.25,126.91901083750187272727272727,122.09644370795267272727272727,124.50772727272727272727272727
1707421500000,125.3,126.97,125.21,125.63,126.83658080196239818181818182,122.12978283440123818181818182,124.48318181818181818181818182
1707422400000,125.58,126.07,124.71,124.77,126.72005697573926545454545455,122.15085211516982545454545455,124.43545454545454545454545455
1707423300000,124.8,125.08,124.16,124.82,126.48839313485031818181818182,122.23797050151331818181818182,124.36318181818181818181818182
1707424200000,124.6,125.14,124.42,124.99,126.46438471841437818181818182,122.24197891794925818181818182,124.35318181818181818181818182
1707425100000,124.7,125.22,124.46,125.0,126.42331449289820727272727273,122.25123096164724727272727273,124.33727272727272727272727273
1707426000000,124.92,125.47,124.25,124.45,126.36208663146070545454545455,122.24882245944838545454545455,124.30545454545454545454545455
1707426900000,124.5,125.3,124.11,124.68,126.22128829792698436363636364,122.29143897480028836363636364,124.25636363636363636363636364
1707427800000,124.68,125.23,124.5,124.54,126.21524126172831672727272727,122.29021328372622872727272727,124.25272727272727272727272727
1707428700000,124.64,124.8,123.92,124.59,126.22806179645139236363636364,122.29466547627588036363636364,124.26136363636363636363636364
1707429600000,124.59,126.15,124.59,125.5,126.35939645801196545454545455,122.32151263289712545454545455,124.34045454545454545454545455
1707430500000,125.4,126.11,125.29,125.7,126.47120669893016727272727273,122.45333875561528727272727273,124.46227272727272727272727273
1707431400000,125.75,126.01,124.93,125.26,125.97363762102291109090909091,123.34454419715890709090909091,124.65909090909090909090909091
1707432300000,125.29,126.24,125.12,126.0,125.99828236493365218181818182,123.59808127142998418181818182,124.79818181818181818181818182
1707433200000,126.04,126.11,125.52,125.88,126.13231703855856836363636364,123.60041023416870436363636364,124.86636363636363636363636364
1707434100000,125.73,126.5,125.71,126.22,126.31879597034986236363636364,123.56393130237741036363636364,124.94136363636363636363636364
1707435000000,126.5,127.29,126.36,126.98,126.65107366815615527272727273,123.47347178638929927272727273,125.06227272727272727272727273
1707435900000,127.01,128.17,126.8,127.91,127.11135582245180345454545455,123.40955326845728745454545455,125.26045454545454545454545455
1707436800000,127.86,127.86,126.25,126.91,127.25660505261868418181818182,123.54975858374495218181818182,125.40318181818181818181818182
1707437700000,126.89,127.8,126.57,127.04,127.40896584682734436363636364,123.67376142589992836363636364,125.54136363636363636363636364
1707438600000,127.05,127.68,125.79,125.86,127.43667555309193981818181818,123.72696081054442381818181818,125.58181818181818181818181818
1707439500000,125.98,126.88,125.9,126.88,127.57448518116632945454545455,123.77642390974276145454545455,125.67545454545454545454545455
1707440400000,126.89,127.04,126.44,126.9,127.70584315851824345454545455,123.79506593239084745454545455,125.75045454545454545454545455
1707441300000,126.77,129.5,126.71,128.87,128.24368652075107272727272727,123.55176802470347272727272727,125.89772727272727272727272727
1707442200000,128.87,129.27,128.29,128.39,128.57092634529308727272727273,123.55361910925236727272727273,126.06227272727272727272727273
1707443100000,128.36,128.71,127.7,128.1,128.79570315426789636363636364,123.62702411845937636363636364,126.21136363636363636363636364
1707444000000,128.09,128.35,127.22,127.94,128.96823396828568545454545455,123.72267512262340545454545455,126.34545454545454545454545455
1707444900000,127.99,128.27,127.51,128.01,129.12400034256322727272727273,123.84054511198222727272727273,126.48227272727272727272727273
1707445800000,128.14,128.24,126.88,127.41,129.12916142967292181818181818,124.10447493396344181818181818,126.61681818181818181818181818
1707446700000,127.42,128.1,127.13,127.86,129.17533279677931636363636364,124.34739447594795636363636364,126.76136363636363636363636364
1707447600000,127.75,127.89,127.3,127.63,129.13527971343746181818181818,124.66835665019890181818181818,126.90181818181818181818181818
1707448500000,127.54,128.55,127.4,127.53,129.03968395776992545454545455,125.03122513313916545454545455,127.03545454545454545454545455
1707449400000,127.55,127.55,125.21,125.44,129.04545208179203272727272727,125.02000246366251272727272727,127.03272727272727272727272727
1707450300000,125.57,126.05,125.07,125.57,129.05585634502966181818181818,124.99778001860670181818181818,127.02681818181818181818181818
1707451200000,125.61,125.64,124.27,124.69,129.13154202368163090909090909,124.87027615813655090909090909,127.00090909090909090909090909
1707452100000,124.81,125.96,124.56,125.78,129.14220391530849090909090909,124.83961426650969090909090909,126.99090909090909090909090909
1707453000000,125.83,127.2,125.59,127.19,129.14728745831690545454545455,124.95362163259218545454545455,127.05045454545454545454545455
1707453900000,127.15,127.46,126.11,126.24,129.14677243097363636363636364,124.95595484175363636363636364,127.05136363636363636363636364
1707454800000,126.26,126.86,126.26,126.54,129.13748713662355636363636364,124.92524013610371636363636364,127.03136363636363636363636364
1707455700000,126.55,126.73,126.02,126.34,129.04852274891304,124.87147725108696,126.96
1707456600000,126.34,126.83,126.12,126.47,129.03845830855114,124.84154169144886,126.94
1707457500000,126.5,126.56,125.59,126.11,129.02371309170145272727272727,124.77174145375309272727272727,126.89772727272727272727272727
1707458400000,126.05,126.84,126.05,126.58,129.01326276577744545454545455,124.84764632513164545454545455,126.93045454545454545454545455
1707459300000,126.62,127.53,126.62,126.94,129.01587575863173818181818182,124.85048787773189818181818182,126.93318181818181818181818182
1707460200000,127.01,127.75,126.62,127.44,129.05097991193981272727272727,124.86447463351473272727272727,126.95772727272727272727272727
1707461100000,127.42,127.61,127.03,127.07,128.79745826791951090909090909,124.95435991389867090909090909,126.87590909090909090909090909
1707462000000,127.18,128.14,126.95,127.96,128.72390013185267236363636364,124.98882714087460036363636364,126.85636363636363636363636364
1707462900000,127.83,128.04,125.85,126.21,128.57404165072032545454545455,124.96686744018876545454545455,126.77045454545454545454545455
1707463800000,126.17,126.62,125.99,126.03,128.43685206321705163636363636,124.93042066405567563636363636,126.68363636363636363636363636
1707464700000,125.98,125.98,125.3,125.79,128.27339881029271072727272727,124.89205573516183472727272727,126.58272727272727272727272727
1707465600000,125.64,125.64,123.99,123.99,128.39183311592489527272727273,124.46271233862055927272727273,126.42727272727272727272727273
1707466500000,124.16,124.24,122.57,123.14,128.50770346050773272727272727,123.91775108494681272727272727,126.21272727272727272727272727
1707467400000,123.12,124.5,122.23,123.92,128.44069198023622909090909091,123.64748983794558909090909091,126.04409090909090909090909091
1707468300000,123.98,125.06,123.63,124.33,128.30525825450742363636363636,123.49201447276530363636363636,125.89863636363636363636363636
1707469200000,124.39,124.77,124.21,124.27,128.34035645478686545454545455,123.35055263612222545454545455,125.84545454545454545454545455
1707470100000,124.36,124.45,123.27,123.89,128.39257165795670909090909091,123.14561016022510909090909091,125.76909090909090909090909091
1707471000000,123.87,124.12,123.37,123.76,128.44668707146332181818181818,123.00694929217304181818181818,125.72681818181818181818181818
1707471900000,123.76,124.16,123.04,123.58,128.48953390684468181818181818,122.76410245679168181818181818,125.62681818181818181818181818
1707472800000,123.4,123.69,121.74,122.77,128.43810043513257090909090909,122.41371774668561090909090909,125.42590909090909090909090909
1707473700000,122.78,123.46,122.71,123.24,128.41159301852259454545454545,122.16749789056831454545454545,125.28954545454545454545454545
1707474600000,123.23,123.88,123.22,123.71,128.29943166800523090909090909,122.02238651381295090909090909,125.16090909090909090909090909
1707475500000,123.6,124.45,123.46,123.79,128.18912439032208,121.90087560967792,125.045
1707476400000,123.85,124.37,123.46,123.64,128.04830201642939636363636364,121.78442525629787636363636364,124.91636363636363636363636364
1707477300000,123.59,123.96,123.46,123.59,127.93508621935364181818181818,121.66855014428272181818181818,124.80181818181818181818181818
1707478200000,123.62,123.97,123.47,123.91,127.73465866599354545454545455,121.62625042491554545454545455,124.68045454545454545454545455
1707479100000,123.87,124.25,123.3,123.89,127.44640162160394181818181818,121.63723474203242181818181818,124.54181818181818181818181818
1707480000000,123.85,124.64,123.1,123.22,127.01081327280350,121.68918672719650,124.35
1707480900000,123.29,123.9,122.66,123.57,126.58760309489883090909090909,121.79421508691935090909090909,124.19090909090909090909090909
1707481800000,123.66,124.74,123.55,124.3,125.77173777130269654545454545,122.27735313778821254545454545,124.02454545454545454545454545
1707482700000,124.3,124.3,123.28,123.55,125.37562383214213163636363636,122.43164889513059563636363636,123.90363636363636363636363636
1707483600000,123.57,123.89,122.8,123.57,124.93850727122672581818181818,122.64512909240963781818181818,123.79181818181818181818181818
1707484500000,123.61,123.87,122.86,123.04,124.46004831840325781818181818,122.87358804523310581818181818,123.66681818181818181818181818
1707485400000,122.96,123.12,122.77,122.77,124.47400852178701036363636364,122.74871875094026236363636364,123.61136363636363636363636364
1707486300000,122.76,123.81,122.76,123.0,124.483381776595204,122.726618223404796,123.605
1707487200000,123.0,123.25,122.0,122.05,124.599006276837418,122.440993723162582,123.52
1707488100000,122.04,123.92,120.65,122.32,124.55708333269759163636363636,122.30018939457513563636363636,123.42863636363636363636363636
1707489000000,122.36,122.65,121.46,121.77,124.577231069466788,122.052768930533212,123.315
1707489900000,121.76,122.52,121.28,121.62,124.63058379592383581818181818,121.79305256771252781818181818,123.21181818181818181818181818
1707490800000,121.6,123.53,121.6,122.57,124.57950505638958072727272727,121.73594948906496472727272727,123.15772727272727272727272727
1707491700000,122.63,122.8,121.38,121.6,124.61621547173924472727272727,121.51923907371530072727272727,123.06772727272727272727272727
1707492600000,121.64,122.4,121.2,122.08,124.63484638804975236363636364,121.43788088467752036363636364,123.03636363636363636363636364
1707493500000,122.08,122.1,120.81,121.27,124.70261260303803981818181818,121.19102376059832381818181818,122.94681818181818181818181818
1707494400000,121.3,121.84,121.07,121.33,124.68400693942418363636363636,120.99326578784854363636363636,122.83863636363636363636363636
1707495300000,121.28,121.89,121.28,121.4,124.619425116993862,120.840574883006138,122.73
1707496200000,121.34,121.73,120.67,120.89,124.598094898073664,120.611905101926336,122.605
1707497100000,120.86,121.32,119.72,120.17,124.63527168935935454545454545,120.26381921973155454545454545,122.44954545454545454545454545
1707498000000,120.28,120.94,120.04,120.53,124.52416286371709090909090909,120.06765531810109090909090909,122.29590909090909090909090909
1707498900000,120.58,121.04,120.39,120.88,124.34831998959896909090909091,119.96986182858284909090909091,122.15909090909090909090909091
1707499800000,120.95,121.43,120.39,120.5,124.27764282132764545454545455,119.79326626958144545454545455,122.03545454545454545454545455
1707500700000,120.44,121.03,120.3,120.99,124.09601757760935818181818182,119.74034605875427818181818182,121.91818181818181818181818182
1707501600000,120.97,121.5,120.71,120.78,123.71895751221570018181818182,119.79740612414793618181818182,121.75818181818181818181818182
1707502500000,120.84,121.88,120.56,121.13,123.46042940676182418181818182,119.83593422960181218181818182,121.64818181818181818181818182
1707503400000,121.13,121.71,121.07,121.43,123.15824352000035890909090909,119.94357466181782290909090909,121.55090909090909090909090909
1707504300000,121.4,121.63,120.5,120.68,122.95103080986764963636363636,119.93624191740507763636363636,121.44363636363636363636363636
1707505200000,120.68,121.33,120.43,121.31,122.76939578633404727272727273,119.98514966821140727272727273,121.37727272727272727272727273
1707506100000,121.26,121.69,120.87,120.96,122.49140053016709654545454545,120.07769037892381254545454545,121.28454545454545454545454545
1707507000000,120.99,121.15,120.78,120.97,122.40092327320827745454545455,120.06998581770081345454545455,121.23545454545454545454545455
1707507900000,120.98,121.58,120.6,121.19,122.24911603198552509090909091,120.11906578619629309090909091,121.18409090909090909090909091
1707508800000,121.27,121.92,121.21,121.87,122.26442437003480963636363636,120.11284835723791763636363636,121.18863636363636363636363636
1707509700000,121.87,122.71,121.68,122.13,122.34427546760525781818181818,120.07936089603110581818181818,121.21181818181818181818181818
1707510600000,122.18,122.58,121.7,122.02,122.21799379270890981818181818,120.15564257092745381818181818,121.18681818181818181818181818
1707511500000,121.93,121.97,121.45,121.59,122.21681888358640036363636364,120.15590838914087236363636364,121.18636363636363636363636364
1707512400000,121.6,122.07,121.39,121.54,122.12978956313134981818181818,120.19384680050501381818181818,121.16181818181818181818181818
1707513300000,121.49,121.99,121.45,121.7,122.17432606272492036363636364,120.18840121000235236363636364,121.18136363636363636363636364
1707514200000,121.71,122.34,121.56,122.04,122.26807366216526363636363636,120.15919906510746363636363636,121.21363636363636363636363636
1707515100000,122.04,122.42,121.99,122.42,122.426845008014034,120.093154991985966,121.26
1707516000000,122.31,122.63,121.68,121.85,122.48359854260721963636363636,120.12367418466550763636363636,121.30363636363636363636363636
1707516900000,121.86,122.16,121.55,121.8,122.46469021126384672727272727,120.29076433419069872727272727,121.37772727272727272727272727
1707517800000,121.82,122.04,121.43,121.67,122.45697786369551654545454545,120.40211304539539254545454545,121.42954545454545454545454545
1707518700000,121.53,122.01,121.53,121.87,122.48839011312759454545454545,120.46070079596331454545454545,121.47454545454545454545454545
1707519600000,121.9,122.2,121.51,122.1,122.49867708291436727272727273,120.59586837163108727272727273,121.54727272727272727272727273
1707520500000,122.16,122.75,121.93,122.16,122.55211295003481545454545455,120.64879614087427545454545455,121.60045454545454545454545455
1707521400000,122.14,122.61,122.0,122.35,122.60189415845345181818181818,120.74174220518291181818181818,121.67181818181818181818181818
1707522300000,122.31,122.54,121.88,121.88,122.60862537757665490909090909,120.80319280424152690909090909,121.70590909090909090909090909
1707523200000,121.87,122.32,120.84,121.8,122.61801152049304272727272727,120.82744302496150272727272727,121.72272727272727272727272727
1707524100000,121.78,122.18,121.61,121.79,122.54421150428962618181818182,121.00215213207401018181818182,121.77318181818181818181818182
1707525000000,121.8,121.8,120.83,121.33,122.54297815915153109090909091,121.00520365903028709090909091,121.77409090909090909090909091
1707525900000,121.26,121.27,120.84,120.84,122.56186441646962763636363636,120.97540831080309963636363636,121.76863636363636363636363636
1707526800000,120.84,120.95,119.9,120.68,122.60869920338156145454545455,120.90220988752752945454545455,121.75545454545454545454545455
1707527700000,120.91,121.16,120.6,121.0,122.62622679226740381818181818,120.86740957136895981818181818,121.74681818181818181818181818
1707528600000,121.07,122.23,120.96,122.1,122.64769003124127127272727273,120.86685542330418327272727273,121.75727272727272727272727273
1707529500000,122.11,122.26,121.99,122.1,122.64412812800030290909090909,120.86769005381787890909090909,121.75590909090909090909090909
1707530400000,122.1,122.57,121.9,122.46,122.70584866061552290909090909,120.84596952120265890909090909,121.77590909090909090909090909
1707531300000,122.45,122.56,122.07,122.5,122.79040603250488527272727273,120.84413942204056927272727273,121.81727272727272727272727273
1707532200000,122.45,122.45,121.56,121.56,122.79031417661561218181818182,120.84604945974802418181818182,121.81818181818181818181818182
1707533100000,121.61,121.74,121.43,121.47,122.78961657991533272727272727,120.82583796553921272727272727,121.80772727272727272727272727
1707534000000,121.47,122.36,121.45,121.83,122.77492289978731018181818182,120.82144073657632618181818182,121.79818181818181818181818182
1707534900000,121.82,123.59,121.8,122.72,122.83038466759631381818181818,120.79325169604004981818181818,121.81181818181818181818181818
1707535800000,122.7,122.8,122.27,122.59,122.91446814810168945454545455,120.77644094280740145454545455,121.84545454545454545454545455
1707536700000,122.59,122.63,122.15,122.46,122.97430894515249345454545455,120.77660014575659745454545455,121.87545454545454545454545455
